Snapshot_Month,Pipeline_Deal_ID,Deal_Name,Customer_Name,Deal_Value, License_ACV ,Implementation_Value,Logo_Type,Deal_Stage,Current_Stage,Probability,Expected_Close_Date,Region,Vertical,Segment,Product_Sub_Category,Sales_Rep
1/1/2024,3.08E+11,Fiskars Oyj _S2P,Fiskars Oyj ABP,"$112,350 ","$43,800 ","$68,550 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),30%,2/23/2024,Europe,CPG & Retail,,,Stephan Hesselgren
1/1/2024,3.08E+11,"HCSC - Guided Buying (Cat Mgmt, Sourcing & Contracts)",HCSC Heath Care Service Corporation,"$716,400 ","$174,000 ","$542,400 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),70%,2/16/2024,North America,Life Sciences,,,Tim Rothrock
1/1/2024,3.08E+11,YASREF (Saudi Aramco JV)_S2C,Yanbu Aramco Sinopec Refining Company (Yasref),"$81,000 ","$43,500 ","$37,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,8/26/2024,Middle East,Chemicals/Oil/Gas/Resources,,,Abdel Halim
1/1/2024,3.08E+11,Jeld-Wen_P2O_RFP,"Jeld-Wen, Inc.","$131,820 ","$42,570 ","$89,250 ",Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,3/15/2024,North America,Automotive and Industrial,,,Brian Bergersen
1/1/2024,3.08E+11,Bank ABC_S2P RFP,ABC Islamic Bank,"$73,500 ","$40,500 ","$33,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,4/14/2024,Middle East,BFSI,,,Abdel Halim
1/1/2024,3.08E+11,SERVIER S2P,Les Laboratoires Servier,"$81,000 ","$40,500 ","$40,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,6/28/2024,Europe,Life Sciences,,,Bernard Remacle
1/1/2024,3.08E+11,Church_P2O,The Church Of Jesus Christ Of Latter-Day Saints,"$84,450 ","$39,450 ","$45,000 ",Cross Sell,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,2/16/2024,North America,Public Sector,,,Brian Bergersen
1/1/2024,3.08E+11,PTTGC_S2C,PTT Global Chemical Public Company Limited,"$39,000 ","$39,000 ",$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,6/3/2024,APAC,Chemicals/Oil/Gas/Resources,,,Ming Wai
1/1/2024,3.08E+11,Willmott Dixon Holdings - S2C,Willmott Dixon Holdings Ltd,"$67,905 ","$38,880 ","$29,025 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,10/1/2024,Europe,Other Services,,,Sam Zaki
1/1/2024,3.08E+11,Riot Games_Spend + CWB + P2P,Riot Games,"$55,350 ","$38,100 ","$17,250 ",Cross Sell,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,5/15/2024,North America,Telecom/Media/Tech,,,Jack Keogh
1/1/2024,3.08E+11,Centene_S2C,Centene Corporation,"$76,200 ","$38,100 ","$38,100 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,5/31/2024,North America,BFSI,,,Joe Wishy
1/1/2024,3.08E+11,Delta - Order Collab (P2P),Masco Corporation,"$577,500 ","$175,000 ","$402,500 ",Upsell,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),70%,3/22/2024,North America,Chemicals/Oil/Gas/Resources,,,Mayur Jain
1/1/2024,3.08E+11,McLane_Inventory,McLane Company Inc.,"$52,500 ","$37,500 ","$15,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,6/21/2024,North America,CPG & Retail,,,Jack Keogh
1/1/2024,3.08E+11,Cirrus Logic_S2C,Cirrus Logic Inc,"$67,500 ","$37,500 ","$30,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,7/17/2024,North America,Telecom/Media/Tech,,,Jack Keogh
1/1/2024,3.08E+11,Röchling Automotive Italia Srl_S2C,Röchling Automotive Italia Srl,"$75,000 ","$37,500 ","$37,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,10/25/2024,Europe,Automotive and Industrial,,,Uwe Stroh
1/1/2024,3.08E+11,"Conagra Brands Inc._Sourcing, Supplier, ICM, AP","Conagra Brands, Inc.","$74,550 ","$37,050 ","$37,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,6/7/2024,North America,CPG & Retail,,,Tim Rothrock
1/1/2024,3.08E+11,WPP_S2C,WPP Plc,"$69,750 ","$36,750 ","$33,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),15%,6/30/2024,Europe,Telecom/Media/Tech,,,Sam Zaki
1/1/2024,3.08E+11,"IBG_Phase 2 (P2P, Sourcing, Spend)","Interactive Brokers Group, Inc.","$108,210 ","$36,210 ","$72,000 ",Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,3/15/2024,North America,BFSI,,,Brian Bergersen
1/1/2024,3.08E+11,HCSC - Spend,HCSC Heath Care Service Corporation,"$58,200 ","$35,700 ","$22,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,4/19/2024,North America,Life Sciences,,,Tim Rothrock
1/1/2024,3.08E+11,ODDO - BHF S2P,ODDO BHF SCA,"$58,500 ","$34,500 ","$24,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,4/26/2024,Europe,BFSI,,,Bernard Remacle
1/1/2024,3.08E+11,Alaska Air Group_S2P,Alaska Air Group Inc,"$71,527 ","$34,027 ","$37,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),15%,7/26/2024,North America,Other Services,,,Tim Rothrock
1/1/2024,3.08E+11,LyondellBasell Industries_ S2C,Lyondellbasell Industries Inc.,"$67,500 ","$33,750 ","$33,750 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,3/12/2024,North America,Chemicals/Oil/Gas/Resources,,,Christina Ambroson
1/1/2024,3.08E+11,Ivanhoe Cambridge_MidEnt_S2P,Ivanhoé Cambridge Inc.,"$309,000 ","$135,000 ","$174,000 ",New Logo,Stage 5: Awarded / Preferred Partner (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),70%,11/28/2024,North America,Other Services,,,Abhishek Garde
1/1/2024,3.08E+11,LKK Group_ S2P_Direct_Indirect,Lee Kum Kee International Holdings Limited,"$76,500 ","$33,000 ","$43,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,5/23/2024,APAC,CPG & Retail,,,Ming Wai
1/1/2024,3.08E+11,NTUC FairPrice Co-Operative Ltd_S2P,NTUC FairPrice Co-Operative Ltd,"$78,000 ","$33,000 ","$45,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,5/31/2024,APAC,CPG & Retail,,,Ming Wai
1/1/2024,3.08E+11,CoBank_P2P,CoBank ACB,"$69,750 ","$32,250 ","$37,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/30/2024,North America,BFSI,,,Connor Andrews
1/1/2024,3.08E+11,SCCL_Expansion,Swire Coca-Cola HK Limited,"$69,750 ","$31,500 ","$38,250 ",Upsell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 6: Finalizing Contract (Software Sales Opportunity),30%,9/25/2024,APAC,CPG & Retail,,,Ming Wai
1/1/2024,3.08E+11,G.J_Cahill_S2P_MidEn,G.J. Cahill & Company (1979) Limited,"$63,750 ","$30,750 ","$33,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,6/26/2024,North America,Other Services,,,Abhishek Garde
1/1/2024,3.08E+11,Cencosud_Latam-Chile_S2C+Catalogs,Cencosud Sa,"$69,046 ","$30,151 ","$38,895 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,9/6/2024,LATAM,Other Services,,,Luis Patino
1/1/2024,3.08E+11,Teams_Inc_S2P_Suite,"Team, Inc.","$60,000 ","$30,000 ","$30,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,5/7/2024,North America,Other Services,,,Christina Ambroson
1/1/2024,3.08E+11,Commercial Metals_Supplier + Risk,Commercial Metals Company,"$37,500 ","$30,000 ","$7,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,6/12/2024,North America,Automotive and Industrial,,,Jack Keogh
1/1/2024,3.08E+11,HCOB_S2P_2024,Hamburg Commercial Bank AG,"$75,000 ","$30,000 ","$45,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,8/30/2024,Europe,BFSI,,,Uwe Stroh
1/1/2024,3.08E+11,Excelerate_Energy_Inc_S2C_,"Excelerate Energy, Inc.","$60,000 ","$30,000 ","$30,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,9/25/2024,North America,Energy & Utilities,,,Christina Ambroson
1/1/2024,3.08E+11,Entergy _S2P,Entergy Corporation,"$60,000 ","$30,000 ","$30,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,10/31/2024,North America,Energy & Utilities,,,Christina Ambroson
1/1/2024,3.08E+11,Huntsman Corporation_ S2C,Huntsman Corporation,"$60,000 ","$30,000 ","$30,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/14/2024,North America,Chemicals/Oil/Gas/Resources,,,Christina Ambroson
1/1/2024,3.08E+11,WSA_Contract_Supplier_Catalogue Mgmt,WS Audiology (Sivantos Pte. Ltd),"$52,650 ","$29,400 ","$23,250 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,3/29/2024,APAC,Other Services,,,Ming Wai
1/1/2024,3.08E+11,AltaGas_S2O,AltaGas Ltd,"$176,195 ","$176,195 ",$0 ,New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),90%,1/31/2024,North America,Chemicals/Oil/Gas/Resources,,,Jack Keogh
1/1/2024,3.08E+11,Idahoan Foods_S2P + Projects + ICM + Payments,"Idahoan Foods, LLC","$58,500 ","$29,250 ","$29,250 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,4/1/2024,North America,CPG & Retail,,,Ravisankar V
1/1/2024,3.08E+11,Banco de Crédito del Perú_Tech_GEP SMART_Source to Pay,Banco de Credito del Peru,"$84,750 ","$29,250 ","$55,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,6/21/2024,LATAM,BFSI,,,Luis Patino
1/1/2024,3.08E+11,New York City Housing Authority_S2O,New York City Housing Authority,"$73,860 ","$28,860 ","$45,000 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,5/1/2024,North America,Public Sector,,,Joe Wishy
1/1/2024,3.08E+11,ServiceNow Inc._S2C,ServiceNow Inc,"$67,579 ","$28,838 ","$38,741 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),15%,12/17/2024,North America,Telecom/Media/Tech,,,Karson Keogh
1/1/2024,3.08E+11,EMP_MidEnt_S2C + Spend + ICM,Electromobility Poland S A,"$57,000 ","$28,500 ","$28,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,3/25/2024,Europe,Automotive and Industrial,,,Manas Kasliwal
1/1/2024,3.08E+11,Electrolux_tech_S2C-CWB,Electrolux Italia SpA,"$58,500 ","$28,500 ","$30,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,6/14/2024,Europe,Automotive and Industrial,,,Bernard Remacle
1/1/2024,3.08E+11,CEMEX_Tech_GEP SMART_Source to Pay,"CEMEX, S.A.B. de C.V.","$63,044 ","$27,410 ","$35,633 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,11/29/2024,LATAM,Automotive and Industrial,,,Luis Patino
1/1/2024,3.08E+11,Housing Opportunities Commission of Montgomery County_S2O,"County of Montgomery, Maryland","$84,791 ","$27,041 ","$57,750 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,6/28/2024,North America,Public Sector,,,Joe Wishy
1/1/2024,3.08E+11,Swissquote_Supplier+P2P,Swissquote Bank SA,"$54,000 ","$27,000 ","$27,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,3/31/2024,Europe,BFSI,,,Sourabh Sharma
1/1/2024,3.08E+11,Neptune - S2C,Neptune Energy Group Ltd.,"$53,173 ","$26,893 ","$26,280 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,4/1/2024,Europe,Chemicals/Oil/Gas/Resources,,,Sam Zaki
1/1/2024,3.08E+11,Ingredion - Spend & Sourcing,Ingredion Inc.,"$54,973 ","$26,473 ","$28,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,5/16/2024,North America,CPG & Retail,,,Tim Rothrock
1/1/2024,3.08E+11,DM-Drogerie S2P,DM-Drogerie Markt GmbH & Co KG,"$70,800 ","$26,400 ","$44,400 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),50%,3/29/2024,Europe,CPG & Retail,,,Stephan Hesselgren
1/1/2024,3.08E+11,MEGALABS_URUGUAY_S2P,Megalabs Centroamérica,"$70,199 ","$26,325 ","$43,874 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,3/22/2024,LATAM,Life Sciences,,,Luis Patino
1/1/2024,3.08E+11,Stelco S2C,Stelco Holdings Inc,"$53,250 ","$26,250 ","$27,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,3/1/2024,North America,Other Services,,,Brian Bergersen
1/1/2024,3.08E+11,King Abdullah Petroleum Studies and Research Center (KAPSARC) - Supplier Management + Sourcing,KAPSARC,"$48,750 ","$26,250 ","$22,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,3/7/2024,Middle East,Energy & Utilities,,,Abdel Halim
1/1/2024,3.08E+11,Federal Signal Corporation_AP + Supplier Collab,Federal Signal Corporation,"$56,142 ","$26,142 ","$30,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,4/30/2024,North America,Automotive and Industrial,,,Joe Wishy
1/1/2024,3.08E+11,State Street Corporation - Spend Analysis,State Street Corporation,"$32,649 ","$25,149 ","$7,500 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,1/25/2024,North America,BFSI,,,Uday Singh
1/1/2024,3.08E+11,First Citizens- CLM,"First Citizens BancShares, Inc.","$54,848 ","$24,848 ","$30,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,3/15/2024,North America,BFSI,,,Jason Cooper
1/1/2024,3.08E+11,"Apache_CLM,SM",Apache Corporation,"$64,200 ","$24,540 ","$39,660 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 12: Closed Declined (Software Sales Opportunity),30%,4/17/2024,North America,Chemicals/Oil/Gas/Resources,,,Christina Ambroson
1/1/2024,3.08E+11,JK Paper_Mid Ent_S2C,JK Paper Ltd,"$252,000 ","$144,000 ","$108,000 ",New Logo,Stage 6: Finalizing Contract (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),90%,2/12/2024,APAC,Automotive and Industrial,,,Srinivas Moorthy
1/1/2024,3.08E+11,Burmeister & Wain_S2C,Burmeister & Wain Scandinavian Contractor A/S,"$50,850 ","$23,850 ","$27,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,3/29/2024,Europe,Other Services,,,Stephan Hesselgren
1/1/2024,3.08E+11,NEPI - S2C,NEPI ROCKCASTLE N.V.,"$51,750 ","$23,250 ","$28,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),30%,2/29/2024,Europe,Other Services,,,Bernard Remacle
1/1/2024,3.08E+11,3A Composites_MidEnt_P2P,3A Composites USA Inc,"$49,500 ","$23,250 ","$26,250 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 7: Closed Won (Software Sales Opportunity),50%,3/6/2024,North America,Chemicals/Oil/Gas/Resources,,,Abhishek Garde
1/1/2024,3.08E+11,PACCAR - CLM RFP,PACCAR Inc,"$50,184 ","$23,184 ","$27,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,8/16/2024,North America,Automotive and Industrial,,,Tim Rothrock
1/1/2024,3.08E+11,Visa_Spend,Visa Inc.,"$31,778 ","$22,778 ","$9,000 ",New Logo,Stage 4: Short-List (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),50%,9/30/2024,North America,BFSI,,,Karson Keogh
1/1/2024,3.08E+11,Brookfield Energy- S2C RFP,Brookfield Renewable Energy Partners,"$52,951 ","$22,647 ","$30,304 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,6/30/2024,North America,Energy & Utilities,,,Jason Cooper
1/1/2024,3.08E+11,University of Cambridge S2C,University of Cambridge,"$54,000 ","$22,500 ","$31,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 10: Closed Lost (Software Sales Opportunity),30%,3/26/2024,Europe,Public Sector,,,Sam Zaki
1/1/2024,3.08E+11,Orange_P2P + Contracts (optional),Orange Morocco,"$67,500 ","$22,500 ","$45,000 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,6/10/2024,Middle East,Telecom/Media/Tech,,,Abdel Halim
1/1/2024,3.08E+11,Garanti Bank_MidEnt_S2C+AP,Garanti Bank SA,"$45,000 ","$22,500 ","$22,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,6/24/2024,APAC,BFSI,,,Manas Kasliwal
1/1/2024,3.08E+11,Cabrini Health_Mid Enterprise,Cabrini Health Limited,"$45,000 ","$22,500 ","$22,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,6/24/2024,APAC,Public Sector,,,Manas Kasliwal
1/1/2024,3.08E+11,Rent-A-Center_P2P,Rent-A-Center Inc,"$30,000 ","$22,500 ","$7,500 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,7/18/2024,North America,Other Services,,,Jack Keogh
1/1/2024,3.08E+11,Highmark E_Sourcing,Highmark Inc.,"$22,500 ","$22,500 ",$0 ,New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,9/19/2024,North America,BFSI,,,Mattie Farnsworth
1/1/2024,3.08E+11,"24 Hour Fitness,Inc._ S2C","24 Hour Fitness, Inc.","$51,750 ","$22,500 ","$29,250 ",New Logo,Stage 2: RFI / Capability Deep-Dive (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),15%,9/30/2024,North America,Other Services,,,Karson Keogh
1/1/2024,3.08E+11,Johns Manville Corp_S2P,Johns Manville Corporation,"$36,000 ","$22,500 ","$13,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,10/31/2024,North America,Automotive and Industrial,,,Karson Keogh
1/1/2024,3.08E+11,Hach_Spend,Veralto,"$53,739 ","$22,239 ","$31,500 ",New Logo,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,3/28/2024,North America,Other Services,,,Brian Bergersen
1/1/2024,3.08E+11,Vistra_Spend,Vistra Energy Corp,"$30,750 ","$21,750 ","$9,000 ",Cross Sell,Stage 3: RFP / Proposal (Software Sales Opportunity),Stage 11: Closed Dead (Software Sales Opportunity),30%,1/26/2024,North America,Energy & Utilities,,,Brian Bergersen
